tempo;danceability;energy;instrumentalness;liveness;valence
140.002;00.48;0,607638889;0,622222222;0,615277778;0,211111111
123.956;0,345138889;0,524305556;0,613888889;0,140277778;00.04
219.944;0,377083333;0,447916667;0,523611111;0,653472222;0,265277778
119.847;0,222916667;0,050694444;0,656944444;0,190972222;0,259722222
207.95;0,486805556;0,373611111;0,613194444;0,085416667;0,302083333
199.982;0,432638889;0,340972222;0,415277778;0,071527778;0,232638889
120.032;0,04375;0,431944444;0,655555556;0,338194444;0,100694444
195.944;0,334722222;0,382638889;0,596527778;0,09375;0,300694444
129.996;0,497222222;0,485416667;0,640277778;0,650694444;0,095833333
140.874;0,308333333;0,059722222;0,524305556;0,059027778;00.01
220.152;0,388194444;0,538888889;0,594444444;0,536111111;0,6
140.051;0,433333333;0,042361111;0,646527778;0,239583333;0,109722222
120.034;0,290972222;0,415277778;0,269444444;0,170138889;0,607638889
120.027;0,357638889;0,309027778;0,384027778;0,575694444;0.034
134.998;0,346527778;0,065972222;0,55;0,077777778;0,138194444
150.038;0,38125;0,060416667;0.00112;0,688194444;0,626388889
217.804;0,209722222;0,622222222;0,281944444;0,535416667;0,134027778
135.021;0,399305556;0,661111111;0,329166667;0,220833333;0,08125
140.058;0,392361111;0,609722222;0,05625;0,614583333;0,275694444
114.988;0,609722222;0,329166667;0.000729;00.13;0,496527778
134.012;0,35625;0,602083333;0,456944444;0,117361111;0.094
134.983;0,413194444;00.08;0,063194444;0,129166667;0,616666667
150.019;0,259722222;0,625694444;0.000807;0,088888889;0,165972222
135.058;00.31;0,681944444;0.000146;00.32;0,556944444
124.934;0,334027778;0,627083333;0,64375;0,18125;00.21
145.026;0,377777778;0,585416667;0,353472222;00.44;0,077777778
140.018;0,395138889;0,663888889;0,60625;0,073611111;0,334027778
111.959;0,302083333;0,59375;0,56875;0,284027778;0,641666667
160.75;0,217361111;0,647916667;0,413194444;0,104861111;0,153472222
114.994;0,380555556;0,590972222;0,36875;0,070833333;0,273611111
139.912;0,35625;0,606944444;00.09;0,08125;0,568055556
135.013;0,394444444;0,639583333;0.000945;0,290277778;0,079861111
138.015;00.57;0,635416667;0,10625;0,229861111;0,15625
157.944;00.31;0,609722222;0.000115;0,279166667;0,470833333
141.578;0,279861111;0,621527778;0,303472222;0,074305556;0,26875
129.016;0,353472222;0,615277778;2.53E-05;00.12;0,080555556
135.042;00.44;0,63125;0,508333333;0,1;0,1
139.968;0,386111111;0,636805556;0,345833333;0,210416667;0,248611111
127.949;0,404166667;0,465972222;0,313194444;0,49375;0,554861111
140;0,370138889;0,606944444;0,565277778;0,095833333;0,270138889
139.991;0,427777778;0,377777778;0,608333333;0,639583333;0,257638889
128.987;0,411805556;0,622222222;0,536111111;00.01;0,071527778
120.015;0,422222222;0,552083333;0,136805556;00.12;0,357638889
135.013;0,372916667;0,470138889;0,599305556;0,077777778;0,111805556
181.996;0,294444444;0,427777778;0,05625;0,072222222;0,316666667
120.024;0,320833333;0,415972222;0,585416667;0,633333333;0,310416667
138.002;0,494444444;0,320833333;0,623611111;0,115972222;0,086805556
123.987;0,445833333;0,295138889;0,639583333;0,094444444;0,302777778
138.009;0,502083333;0,331944444;0,530555556;0,070833333;0,402083333
126.061;0,339583333;0,266666667;00.09;0,672916667;0,084722222
119.961;0,384722222;0,34375;0,607638889;0,223611111;0,49375
164.144;0,334027778;0,247222222;0,627777778;0,436805556;0,570833333
119.933;0,360416667;0,502083333;0,348611111;0,078472222;0,1
125.078;0,411111111;0,445138889;0,495833333;0,114583333;0,275
120.014;0,490972222;0,220138889;0,515277778;0,693055556;0,654861111
139.998;0,405555556;0,323611111;0,629861111;0,136805556;0,129861111
132.975;0,469444444;0,261805556;0,661805556;0,683333333;0,249305556
139.99;0,400694444;0,282638889;0,106944444;0,097916667;0,549305556
134.998;0,497222222;0,335416667;0,465972222;0,080555556;0,3
125.059;0,439583333;0,129166667;0,604861111;0,679861111;0,094444444
130.054;0,446527778;00.03;0,630555556;0,085416667;0,516666667
129.987;0,222916667;0,6625;0,544444444;0,488194444;00.23
129.972;0,435416667;0,490972222;0.000148;0,079166667;0,655555556
121.967;0,3625;0,551388889;0,425;0,073611111;0,417361111
191.998;0,046527778;0,313194444;0,151388889;0,078472222;0,178472222
129.949;0,292361111;0,620138889;0,075;0,240972222;0,269444444
139.973;0,385416667;0,629861111;0,275694444;0,0875;0,135416667
139.996;0,455555556;0,584027778;0,415972222;0,088194444;0,363888889
139.949;0,411805556;0,483333333;0,466666667;0,086805556;0,115277778
140.038;0,432638889;0,594444444;4.01E-05;0,070833333;0,160416667
140.153;0,338194444;0,571527778;0,15;0,517361111;0,100694444
135.948;0,367361111;0,599305556;0,514583333;0,085416667;00.22
135.015;0,421527778;00.07;0,064583333;0,138194444;0,551388889
135.039;0,402083333;0,404166667;0,554861111;0,136111111;00.02
135.027;0,419444444;00.52;0,515277778;0,071527778;0,264583333
139.966;0,373611111;0,572916667;0.019;0,349305556;0,188888889
139.936;0,323611111;0,577083333;0,565972222;0,431944444;0,30625
139.939;0,303472222;0,538888889;0,621527778;0,084722222;0,220833333
140.008;0,452777778;0,534027778;0,598611111;0,091666667;0,536805556
210.008;0,384722222;0,386805556;0,657638889;00.01;0,096527778
129.961;0,35625;0,554166667;0,044444444;00.18;0,620833333
130.102;0,427083333;0,436111111;0,045833333;0,486805556;0,263194444
124.973;0,4;00.07;0,059027778;0,457638889;0,467361111
124.032;0,411111111;0,55;0,486805556;0,16875;0,144444444
114.03.00;0,427777778;0,427083333;0,522222222;0,121527778;00.14
199.928;0,247916667;0,380555556;0,338194444;0,074305556;0,141666667
209.982;0,420138889;0,04375;0,586805556;0,072916667;0,093055556
130.048;0,425694444;0,395138889;0,170833333;0,471527778;0,233333333
112.021;0,386805556;0,6125;0,639583333;0,089583333;00.02
139.946;0,39375;0,584027778;0,591666667;0,484722222;0,6625
114.993;00.52;0,315277778;0,641666667;0,081944444;0,261805556
175.018;0,197222222;0,635416667;0,55625;0,388194444;0,086805556
114.998;0,40625;0,050694444;0,447916667;0,244444444;00.24
210.028;0,421527778;0,054861111;0,213194444;0,077777778;0,436805556
130.027;0,440972222;0,504861111;0,607638889;0,526388889;0,261805556
123.986;0,254861111;0,460416667;0,552083333;0,244444444;0,075
140.016;0,322916667;0,374305556;0,644444444;0,482638889;0,277083333
120.039;0,440277778;0,486805556;0,143055556;0,647916667;0,269444444
134.974;00.55;0,534027778;0,386805556;0,429166667;0,081944444
128.075;0,370833333;0,528472222;0,249305556;0.041;0,4875
122.069;0,499305556;0,463194444;2.03E-06;00.11;0,227083333
136.021;0,503472222;0,379861111;0,275;0,141666667;0,191666667
188.022;0,172916667;0,629861111;0,592361111;0,075694444;0,233333333
149.965;0,393055556;0,559027778;0,114583333;0,282638889;0,598611111
179.957;0,318055556;0,442361111;0,632638889;0,077083333;0,247222222
139.92;0,215972222;0,559722222;0,107638889;0.083;0,072222222
130.155;0,3375;0,052083333;0,205555556;0,268055556;0,258333333
130;00.35;0,552083333;0,063888889;00.11;0,159027778
160.024;00.42;0,536111111;00.48;0,252083333;0,249305556
220.05.00;00.54;0,488194444;0,066666667;0,495833333;00.01
112.501;0,261111111;0,528472222;0,570833333;0,264583333;0,261111111
135.044;0,331944444;0,593055556;0,575;0,072916667;0,399305556
143.989;0,400694444;0,058333333;0,2375;0,132638889;0,086805556
143.936;0,282638889;0,455555556;0,546527778;0,077083333;0,488888889
145.674;00.42;0,613888889;0,100694444;0,152083333;0,109722222
216.234;0,177777778;0,297222222;0,14375;0,688194444;0,4125
114.942;0,284027778;0,389583333;0,565277778;0,554166667;0,09375
140.87;0,354861111;0,365972222;0,545833333;0,629861111;0,080555556
144.069;0,252777778;0,568055556;0,417361111;0,691666667;0,072916667
135.302;0,25625;0,378472222;0.000825;0,245833333;0,276388889
144.93;0,401388889;0,051388889;0,086111111;0,572222222;0,220833333
140.117;0,442361111;0,4875;0,088888889;0,670833333;0,170833333
140.008;0,302083333;0,504861111;0,088194444;0,122222222;0,240277778
115.016;0,359722222;0,461805556;0,53125;0,531944444;0,329166667
141.075;0,277083333;0,589583333;0,354861111;0,102083333;0,338194444
140.034;0,408333333;0,647916667;0,139583333;0,096527778;0,440277778
174.028;0,385416667;0,066666667;0,64375;0,613888889;0,304166667
164.649;0,154861111;0,656944444;0,519444444;0,09375;0,099305556
132.022;0,477083333;0,579861111;0,063888889;0,073611111;0,240972222
118.023;0,411805556;0,565277778;0,604861111;0,502777778;0,475694444
120.033;0,4625;0,501388889;0,390972222;0,3875;0,211805556
140.054;0,39375;0,478472222;0,580555556;00.23;0,283333333
120.011;0,379861111;0,445833333;0,099305556;0,476388889;0,254861111
120.011;0,429166667;0,503472222;0,559027778;0,690972222;0,111805556
139.989;0,425694444;0,41875;00.09;0,145138889;0,2125
130.059;0,440277778;0,453472222;0,276388889;00.15;00.31
159.892;0,410416667;0,554166667;0,318055556;0,207638889;00.43
159.978;0,042361111;0,545138889;0,522222222;0,117361111;00.34
120.031;0,045833333;0,432638889;0,420833333;0,443055556;0,193055556
160.018;0,391666667;0,626388889;0,527083333;0,307638889;0,294444444
173.887;0,388194444;0,620833333;0,594444444;0,252777778;0,165972222
159.93;0,415277778;0,058333333;00.12;0,238194444;0,325694444
199.986;0,452083333;0,286111111;0,64375;0,1375;0,372916667
145.987;0,355555556;0,53125;0,646527778;0,690277778;0,250694444
143.997;0,366666667;0,588194444;0,565277778;00.12;0,270138889
131.995;0,414583333;0,394444444;0,607638889;0,077083333;0,385416667
150;0,047222222;0,377083333;0,245138889;0,085416667;0,261805556
119.988;0,468055556;0,389583333;0,634722222;0,114583333;0,261805556
127.983;0,502083333;0,585416667;0,054861111;0,071527778;0,186111111
125.958;0,467361111;0,556944444;0,129861111;0,693055556;0,136111111
120.734;0,446527778;0,324305556;0,617361111;0,286111111;0,279861111
148.004;0,369444444;0,351388889;0,622916667;00.01;0,136805556
149.98;0,370833333;0,343055556;0,581944444;0,071527778;0,09375
139.971;0,322222222;0,476388889;0,642361111;0,079861111;0,231944444
142.003;0,445138889;0,380555556;0,628472222;0,077777778;0,168055556
150.028;0,385416667;0,505555556;0,614583333;0,077083333;0,359027778
141.961;0,36875;0,552083333;0,622222222;0,095833333;0,438888889
149.973;0,377083333;0,478472222;0,121527778;0,432638889;0,124305556
142.026;0,385416667;0,052083333;0,621527778;0,074305556;0,123611111
142.014;0,508333333;0,540277778;0,644444444;00.11;0,113194444
181.578;0,527083333;0,475;0.000941;0,4875;0,317361111
140.083;0,397916667;0,535416667;0,48125;0,098611111;0,463194444
158.568;0,252777778;0,582638889;0.00258;0,082638889;0,078472222
135.821;0,320833333;0,3625;0,405555556;0,095833333;0,452777778
120.006;0,303472222;0,043055556;0,55625;0,603472222;0,455555556
152.065;0,30625;0,366666667;0,580555556;0,65;0,096527778
119.934;0,370833333;0,049305556;0,179861111;0,633333333;0,075694444
123.898;0,417361111;0,345833333;00.16;0,421527778;0,335416667
155.962;0,322222222;0,592361111;0,063888889;0,094444444;0,158333333
209.918;0,408333333;0,3375;0,653472222;0,4;0.037
120.061;0,433333333;0,429166667;0,060416667;00.11;0,107638889
135.266;0,258333333;0,43125;0,558333333;0.094;0,110416667
138.006;0,366666667;0,401388889;0,600694444;0,119444444;0,353472222
115.983;0,403472222;0,380555556;0,428472222;0,492361111;0,268055556
149.948;0,391666667;0,566666667;0,638194444;0,228472222;0,213888889
139.98;00.52;0,53125;0,538194444;0,100694444;0,071527778
140.032;0,360416667;0,580555556;0,525694444;0,259722222;0,122916667
124.995;0,044444444;0,610416667;0,596527778;0,535416667;0,144444444
151.95;0,322222222;0,584722222;0,474305556;0,407638889;00.19
130.01.00;0,6125;0,364583333;0.037;0,410416667;0,164583333
130.034;0,579166667;0,290277778;0,185416667;0,10625;00.51
133.027;0,522222222;0,556944444;0,481944444;0,534027778;0,334722222
110.203;0,352083333;0,515277778;0.00403;0,494444444;0,275694444
130.076;0,490972222;00.42;0,190972222;0,073611111;0,275694444
120.031;0,254166667;0,417361111;0,651388889;0,084722222;0,264583333
130.029;0,132638889;0,372916667;0,095833333;0,081944444;0,314583333
125.027;0,265972222;0,527083333;0,667361111;00.11;0,383333333
219.934;0,374305556;0,375694444;0,2;0.095;0,69375
120.157;0,204861111;0,352083333;0,649305556;0,070138889;0,259722222
219.942;00.38;0,325;0,659027778;0,577777778;0,343055556
120.21.00;0,181944444;0,354861111;0,099305556;0,544444444;0,6125
149.872;0,207638889;0,469444444;0.053;00.18;0,686805556
91.98;0,246527778;0,153472222;0,63125;0,075694444;0,276388889
220.036;0,485416667;0,282638889;0,531944444;0,071527778;0,3375
160.014;0,358333333;0,317361111;0,661805556;0,077083333;0,588194444
138.784;0,154861111;0,154861111;0,058333333;0,671527778;0.059
220.012;0,473611111;0,136111111;0,602777778;0,071527778;0,281944444
219.96;0,251388889;0,217361111;0,063888889;0,467361111;0,404166667
169.992;0,377083333;0,098611111;0,554861111;0,605555556;0.055
160.057;0,432638889;0,347916667;0,061805556;0,129166667;0,133333333
152.914;0,175694444;0,394444444;0,190277778;00.01;0,419444444
180.018;0,502083333;0,189583333;0,554166667;0,077777778;0,104861111
119.848;0,360416667;0,327777778;0,084722222;0,253472222;0,495138889
117.032;0,44375;0,372222222;0,536805556;0.061;0,08125
118.004;0,509722222;0,321527778;0,601388889;0,242361111;0,550694444
127.019;0,379166667;0,404861111;0,622222222;0,141666667;0,388194444
120.014;0,384722222;0,117361111;0,600694444;0,218055556;0.036
120.096;0,350694444;0,366666667;0,336805556;0,079861111;0,265277778
180.018;0,502083333;0,189583333;0,554166667;0,077777778;0,104861111
209.952;0,3;0,295138889;0,239583333;00.12;0,240277778
189.156;0,238194444;0,463194444;0;00.26;0,669444444
195.611;0,344444444;0,411111111;0,600694444;0,349305556;0,070833333
129.952;0,370138889;0,35625;0,161805556;0,59375;0,268055556
125.008;0,046527778;0,370833333;0,630555556;0,089583333;0,127777778
140.253;00.05;0,466666667;0,543055556;0,21875;00.26
133.985;0,235416667;0,427777778;0,479861111;0,188888889;0,663194444
119.894;0,504166667;0,586805556;0;0,1;0,336111111
210.184;0,315972222;0,492361111;0.00234;0,159027778;0,396527778
125.065;0,543055556;0,29375;0,111805556;0,077083333;0,240972222
129.942;00.48;0,584027778;0,674305556;0,186805556;0,117361111
150.053;0,234722222;0,573611111;00.51;0.099;0,145138889
140.051;0,448611111;0,497916667;0,085416667;0,496527778;0,339583333
129.975;0,366666667;0,633333333;0,629861111;0,168055556;0,109722222
121.988;0,445833333;0,60625;0.000385;0,420138889;0,288888889
138.018;00.57;0,647916667;0,445138889;0,098611111;0,114583333
137.979;0,320138889;0,526388889;3.64E-05;00.43;0,115277778
130.02.00;0,370138889;0,531944444;0.00356;0,158333333;0,082638889
130.001;0,365277778;0,568055556;0,474305556;0,667361111;0,103472222
118.05.00;0,402083333;0,598611111;0,545833333;0,184722222;00.24
130.005;0,338194444;0,061805556;0,238888889;0,077777778;0,477777778
130.026;0,285416667;0,054861111;0,244444444;0,086111111;0,384722222
144.025;0,550694444;0,290972222;0,133333333;0,254861111;0,374305556
179.981;0,26875;0,063888889;0.00132;0,182638889;0,115972222
138.003;0,260416667;0,495833333;0,620833333;0,288888889;0.061
179.846;0,307638889;0,477777778;2.77E-06;0,225;00.02
130.001;0,413888889;0,615277778;0,529861111;0,072222222;0,259027778
129.996;0,370138889;0,6625;0,0875;0,142361111;0.039
139.979;0,356944444;0,658333333;0.00411;0,081944444;0,073611111
145.995;0,357638889;0,690277778;00.31;0,08125;0,120833333
119.996;0,357638889;0,514583333;00.14;0,654166667;0,214583333
126.01.00;0,386111111;0,064583333;0,504166667;0,646527778;0,1125
126.001;00.06;0,598611111;0,215972222;0,383333333;0,35625
137.702;0,240277778;0,499305556;4.80E-06;0,107638889;0,210416667
144.013;0,361805556;0,656944444;00.04;0,159027778;0,113888889
125.982;0,354861111;0,606944444;0,095833333;0,127083333;0,271527778
112.065;0,190277778;0,54375;0,420138889;0,102777778;0,547222222
152.006;0,363888889;0,551388889;0,638194444;0,415277778;0,175694444
118.047;0,427777778;0,4125;0,203472222;0,595833333;0,114583333
189.596;0,175;0,426388889;0,519444444;0,413888889;00.25
121.984;0,435416667;0,558333333;0,413194444;0,074305556;0,272222222
117.966;00.55;0,40625;0,570138889;0.086;00.07
139.987;00.05;0,358333333;0,058333333;0,077083333;00.27
154.04.00;0,320833333;0,307638889;0,066666667;0,105555556;0,38125
129.875;0,210416667;0,377777778;0,629861111;0,077083333;0,155555556
171.984;0,370833333;0,045833333;0,061111111;0,121527778;00.14
140.071;0,344444444;0,520138889;0,05625;0,332638889;0,284027778
206.83;0,123611111;0,271527778;0,669444444;0,165277778;0,101388889
128.017;0,314583333;0,530555556;0,484027778;0,176388889;0,422916667
120.009;0,469444444;0,241666667;0,570138889;0,688194444;0,483333333
200.016;0,422222222;0,472916667;0,340972222;0,477083333;0,106944444
139.815;0,304861111;0,420833333;0,047916667;0.077;0,688194444
120.064;0,434722222;0,345833333;0,435416667;0,075694444;0,092361111
141.867;0,35;0,327083333;0,163888889;0,301388889;00.14
120.018;0,48125;0,46875;0,454861111;0,123611111;0,377777778
114.978;0,363888889;0,4125;0,359027778;0,60625;0,453472222
140.006;0,448611111;0,323611111;0,622916667;0,495833333;0,116666667
118.029;0,206944444;0,248611111;0,529166667;0,084722222;0,236805556
215.974;0,46875;0,44375;0,311111111;0.045;0,134722222
125.012;0,50625;0,33125;0.00271;0,565277778;0,334027778
207.952;0,370138889;0,343055556;0,603472222;0,071527778;0.083
213.36.00;0,235416667;0,20625;0,515972222;00.13;0,1125
120.041;00.56;0,257638889;0,058333333;0,588194444;0,288194444
130.013;0,482638889;0,434027778;0,589583333;0,102083333;0,10625
219.996;0,456944444;0,252777778;0,584722222;0,542361111;0.035
140.076;0,359722222;0,347916667;0,380555556;0,077083333;0,390972222
120.02.00;0,472916667;0,297916667;0,647916667;0,075;0,084027778
111.05.00;0,313194444;0,188194444;0,058333333;0,071527778;0.035
160.068;0,392361111;0,249305556;0,584027778;0,198611111;0,103472222
200.01.00;0,406944444;0,269444444;0,29375;0,654861111;0,620833333
149.959;0,378472222;0,365972222;0,477083333;0,565277778;0,374305556
200.016;0,429166667;0,217361111;0,656944444;0.077;0,111805556
149.901;0,299305556;00.55;0,675;0,239583333;0,100694444
115.045;0,397222222;0,303472222;0,641666667;0,568055556;0,104861111
200.128;0,35625;0,206944444;0,542361111;0,540277778;0,254861111
170.001;0,355555556;00.32;0,611805556;0,690972222;0,136805556
220.002;0,38125;0,370833333;0,625694444;00.12;0,429166667
199.996;00.49;0,279861111;0,605555556;0,690972222;0,290277778
120.001;0,043055556;0,327777778;0,054166667;0,071527778;0,361805556
119.979;0,490277778;0,278472222;0,20625;0,077777778;00.29
120.031;0,411805556;0,343055556;0,477083333;0,1;0,109722222
140.015;0,508333333;0,317361111;0,59375;0,073611111;0,085416667
136.011;0,422916667;0,525694444;0,328472222;0,589583333;0,234722222
219.982;0,3625;0,359722222;0,609027778;0,529861111;0,271527778
133.997;0,603472222;0,228472222;0,265972222;00.01;0,265277778
207.988;0,374305556;00.03;0,052777778;0,073611111;0,65
200.068;0,435416667;0,309027778;0,445833333;00.11;0,079166667
132.014;0,047222222;0,324305556;0,429861111;0,072916667;0,239583333
199.996;0,38125;0,345138889;0,542361111;0,090972222;0,127777778
134.02.00;0,484722222;0,525694444;0,545138889;0,134722222;0,11875
125.012;0,475;0,361805556;0,640277778;0,647222222;0,130555556
119.989;0,447222222;0,209027778;0,594444444;0,638194444;0,533333333
220.036;0,41875;0,385416667;0,629861111;0,074305556;0,089583333
130.002;0,434722222;0,254861111;0,663888889;0,259027778;0,089583333
113.338;0,427777778;0,397222222;0,639583333;0,1;0,270138889
200.094;00.52;0,282638889;0,580555556;0,625694444;0,477777778
130.109;00.59;0,299305556;0,221527778;00.13;0,263194444
120.01.00;0,501388889;0,286805556;0,592361111;0,681944444;0,503472222
128.046;0,417361111;0,390972222;0,648611111;0.071;0,252777778
129.949;0,454166667;0,413888889;0.00982;0,547222222;0,16875
139.984;0,414583333;0,328472222;0,515277778;00.08;0,159027778
179.999;0,189583333;0,324305556;0,596527778;0,075;0,238888889
144.952;0,413194444;0,327083333;00.47;00.38;0,149305556
150.678;0,268055556;0,177083333;0,061805556;0,565277778;0,143055556
115.026;0,426388889;0,336805556;0,613194444;00.09;0,511111111
119.979;0,572916667;0,289583333;0,630555556;0,490277778;0,322916667
180.02.00;0,349305556;0,249305556;0,560416667;00.12;0,121527778
220.01.00;0,434722222;0,288194444;0,236805556;0,461111111;0,640972222
137.959;0,43125;0,240972222;0,596527778;0,082638889;0,405555556
130.015;0,46875;0,315277778;0,270138889;0,558333333;00.35
127.996;0,442361111;0,238194444;0,632638889;0.071;0,274305556
120.002;0,531944444;0,105555556;0,621527778;0,571527778;0,163888889
194.05.00;0,454166667;0,211111111;0,557638889;0,6625;0,529166667
216.04.00;00.55;0,204166667;0,635416667;0,508333333;0,509027778
120.021;0,615277778;0,206944444;0,609722222;0,075;0,216666667
133.033;0,045138889;0,176388889;0,567361111;0,086111111;0,079861111
140.005;0,523611111;0,206944444;0,061805556;0,484722222;0,335416667
220.038;0,043055556;0,209027778;0,064583333;0,647916667;0,107638889
150.015;0,436805556;0,227083333;0,640972222;0,559027778;0,085416667
114.96;0,49375;0,125694444;0,538194444;0.088;0,079861111
180.071;0,377083333;0,202777778;0,6;0,073611111;0,263194444
139.98;0,442361111;0,132638889;0,610416667;0,575694444;0,427083333
200.02.00;0,248611111;00.24;0,6;0.089;00.07
200.06.00;0,377777778;0,309722222;0,663888889;0,559027778;0,124305556
129.954;0,429166667;0,428472222;00.42;0,23125;0,097916667
129.991;0,408333333;0,322222222;0,579166667;0,077083333;0,51875
159.972;0,367361111;0,429861111;0,622916667;0,220138889;0,388194444
124.969;0,325694444;0,354861111;0,059722222;0.085;00.14
119.988;0,384027778;0,524305556;0,439583333;0,589583333;0,238888889
139.939;0,044444444;0,045138889;0,376388889;0,64375;0,102083333
129.959;0,390972222;0,299305556;0,280555556;0,683333333;0,070138889
130.002;00.31;0,375694444;0,452777778;0,0875;0,232638889
193.952;0,404861111;0,332638889;0,591666667;0,161111111;00.13
112.061;0,41875;0,247916667;0,5125;0,675694444;0,373611111
120.016;0,44375;0,505555556;0,336111111;0,070833333;0,129166667
150.276;0,248611111;0,211805556;0,086805556;0,513194444;0,508333333
200.019;0,307638889;0,570833333;0,609722222;0,572916667;0,264583333
117.01.00;0,481944444;0,479861111;0,195833333;0,671527778;0,633333333
151.749;0,240277778;00.41;0,106944444;0,248611111;0,263194444
119.991;0,410416667;0,502777778;0,649305556;0,070138889;00.12
126.025;0,448611111;0,3875;0,413194444;0,663888889;0,617361111
126.049;0,184027778;0,495138889;00.32;0,568055556;00.22
159.992;00.57;0,535416667;0,2875;0,204861111;0,225
119.973;0,418055556;0,395138889;0,616666667;0,08125;0,404861111
120.038;0,329166667;0,470138889;0,586111111;0,071527778;0,121527778
141.87;0,275694444;0,421527778;0,483333333;0,077777778;0,179861111
219.96;0,398611111;0,520138889;0,079861111;0,622222222;0,198611111
220.044;0,401388889;0,409027778;0,348611111;0,089583333;0.034
123.955;0,525694444;0,635416667;0,286111111;0,20625;0,328472222
219.97;0,438194444;0,491666667;0,234722222;0,410416667;0,688194444
125.03.00;0,505555556;0,393055556;0,609027778;0,388194444;0,217361111
145.061;0,529166667;0,31875;0.00666;0,689583333;0,13125
125.015;0,522222222;0,292361111;0,061805556;0,084027778;0,523611111
159.979;0,441666667;0,592361111;0,519444444;0,165277778;00.56
129.863;0,3375;00.05;0,595833333;0,566666667;0,132638889
140.017;0,352083333;0,675;0,622916667;0,498611111;0,23125
139.992;0,441666667;0,568055556;0,100694444;0,20625;0,213194444
177.068;0,109722222;0,339583333;0,161805556;0,141666667;0,263194444
139.973;0,436111111;0,642361111;0,51875;00.37;0,399305556
129.983;0,26875;0,59375;0,427083333;00.13;0,570138889
140.025;0,292361111;0,568055556;0,192361111;0,495833333;0,096527778
145.047;0,341666667;0,581944444;1.86E-05;0,645138889;0,134722222
139.969;0,352777778;0,567361111;0,4;0,156944444;0,273611111
139.998;00.56;0,483333333;0,38125;0,072916667;0,316666667
139.997;0,351388889;0,059722222;0,249305556;0,093055556;0,225694444
140.003;0,350694444;0,54375;0,052083333;0,084027778;0,102777778
140.055;00.52;0,606944444;0,323611111;0,292361111;00.37
139.966;00.51;0,642361111;0,595833333;0,295833333;0,340972222
130.01.00;0,422222222;0,407638889;0,074305556;0,514583333;00.12
167.454;00.16;0,655555556;0,65625;0,684027778;0,252083333
139.932;0,265972222;0,511111111;0,590972222;0,259722222;0,274305556
159.99;0,342361111;0,497916667;0,557638889;0,359722222;0,211111111
139.98;0,260416667;0,054861111;0,126388889;0,132638889;0.053
139.962;0,3;0,565972222;0,091666667;0,114583333;0,628472222
139.95;0,228472222;0,611805556;0.000336;0,167361111;0,070833333
139.94;0,251388889;0,644444444;0,422222222;0,09375;0,536805556
175.524;0,11875;0.000602;0,565972222;0,078472222;0,071527778
129.997;0,454861111;0,469444444;0,619444444;0,075694444;0,531944444
130.032;00.55;0,592361111;0,2125;0,149305556;0,45625
140.028;0,386111111;0,411111111;0,6375;0,407638889;0,259027778
139.993;0,408333333;0,589583333;0,086805556;0,632638889;0,634722222
139.992;0,190972222;0,439583333;0,499305556;0,579166667;0,267361111
140.035;0,350694444;0,465972222;0,575;0,590972222;0,120833333
175;0,379861111;00.55;0,588888889;0,070833333;0,688888889
140.01.00;0,536111111;0,425694444;0,636805556;0,074305556;0,479861111
116.996;0,393055556;0,495138889;0,139583333;0,079861111;0,636111111
115.034;0,265972222;00.59;0,259722222;0,094444444;0,104861111
116.048;0,366666667;0,053472222;0,38125;0,257638889;0,646527778
120.259;0,320138889;0,478472222;0.00125;0,077777778;0,404166667
139.958;0,279861111;0,55625;0,33125;0,082638889;0,635416667
140.048;0,425;0,522916667;0,115972222;0,115277778;0,079861111
119.982;0,345138889;0,502777778;1.65E-06;0,225;0,084027778
128.677;0,257638889;0,452777778;0,303472222;0,129166667;0,251388889
139.858;0,324305556;0,595833333;1.75E-05;0,279861111;0,238888889
130.061;0,4;0,578472222;0,074305556;0,643055556;0,565277778
151.556;0,2;0,431944444;0,107638889;0,602777778;0,117361111
125.013;0,386111111;0,55625;0,158333333;0,413888889;0,29375
125.007;0,290972222;0,421527778;0,197916667;0,441666667;0,109722222
135.025;00.59;0,6;0,115277778;0,082638889;0,60625
124.991;0,396527778;0,6;0,109027778;0,28125;0,218055556
110.684;0,272222222;0,540277778;1.89E-05;0,073611111;0,193055556
115.871;0,325;0,577777778;0.00302;00.26;0,247916667
119.944;0,448611111;00.07;00.55;0,08125;0,552083333
201.836;0,4875;0,436805556;0,630555556;0.069;0,072222222
199.998;0,496527778;0,522916667;0,609722222;0,632638889;0,404861111
199.96;0,421527778;0,377777778;0,671527778;0,645138889;00.18
148.964;0,397916667;0,475;0,504166667;0,075694444;0,151388889
209.962;0,335416667;0,597916667;0,195138889;0,171527778;0.092
125.011;0,295138889;00.55;0,060416667;0,072916667;0,274305556
129.988;0,43125;0,605555556;0,167361111;0,097916667;0,2125
122.026;0,410416667;0,390972222;0,645138889;0.074;0,514583333
124.094;0,332638889;0,584722222;0,344444444;0,656944444;0,272916667
129.992;0,447916667;0,265972222;0.00121;0,084027778;0,276388889
123.994;0,459027778;0,418055556;0,5875;0,59375;0,271527778
125.025;0,477083333;0,511111111;0,55625;0,088194444;0,290972222
139.993;0,421527778;0,504166667;0,613194444;0,144444444;0,138194444
121.995;0,473611111;0,417361111;0,636805556;0,107638889;0,147916667
124.026;0,317361111;0,484722222;0,057638889;0,089583333;0,220138889
